,name,Land,Maschinennummer,Nettowert,Menge,Verkaufsbeleg,latitude,longitude
1187,Netherlands,NLD,31012770,51.04,7.0,2,52.132633,5.291266
1188,Germany,DEU,32302770,51.0,1.0,1,51.165691,10.451526
1189,Thailand,THA,3062560,50.76,1.0,1,15.870032,100.992541
1190,Portugal,PRT,3050940,50.7,1.0,1,39.399872,-8.224454
1191,Germany,DEU,3057180,50.7,1.0,1,51.165691,10.451526
1192,Austria,AUT,7003611,50.7,1.0,1,47.516231,14.550072
1193,Germany,DEU,6006350,50.45,7.0,2,51.165691,10.451526
1194,United States of America,USA,3033671,50.4,2.0,1,37.09024,-95.712891
1195,Italy,ITA,3043230,50.4,2.0,1,41.87194,12.56738
1196,Poland,POL,3047770,50.4,2.0,1,51.919438,19.145136
1197,Poland,POL,3056230,50.4,2.0,1,51.919438,19.145136
1198,Netherlands,NLD,3057860,50.4,2.0,1,52.132633,5.291266
1199,Germany,DEU,3042233,50.3,1.0,1,51.165691,10.451526
1200,Germany,DEU,56002920,50.16,1.0,1,51.165691,10.451526
1201,United States of America,USA,31037610,49.56,3.0,1,37.09024,-95.712891
1202,Netherlands,NLD,3045950,49.21,2.0,2,52.132633,5.291266
1203,Germany,DEU,7007910,49.14,1.0,1,51.165691,10.451526
1204,Germany,DEU,3036101,49.14,6.0,1,51.165691,10.451526
1205,Italy,ITA,3027710,49.1,1.0,1,41.87194,12.56738
1206,Dominican Rep.,DOM,3053150,49.0,2.0,1,18.735693,-70.162651
1207,Netherlands,NLD,31011110,49.0,1.0,1,52.132633,5.291266
1208,Trinidad and Tobago,TTO,3401450,48.6,3.0,1,10.691803,-61.222503
1209,Austria,AUT,6007030,48.4,2.0,1,47.516231,14.550072
1210,United Kingdom,GBR,3061280,47.88,1.0,1,55.378051,-3.435973
1211,Italy,ITA,3043910,47.88,1.0,1,41.87194,12.56738
1212,United Kingdom,GBR,3021291,47.46,2.0,1,55.378051,-3.435973
1213,Poland,POL,3053610,47.38,25.0,2,51.919438,19.145136
1214,Poland,POL,5418740,47.32,2.0,1,51.919438,19.145136
1215,Germany,DEU,56000420,47.04,1.0,1,51.165691,10.451526
1216,Turkey,TUR,6602630,46.900000000000006,2.0,2,38.963745,35.243322
1217,Spain,ESP,3052760,46.76,1.0,1,40.463667,-3.74922
1218,Poland,POL,5417830,46.62,1.0,1,51.919438,19.145136
1219,Germany,DEU,6006000,46.27,9.0,1,51.165691,10.451526
1220,Switzerland,CHE,3059130,46.2,6.0,1,46.818188,8.227512
1221,South Africa,ZAF,3045370,46.06,2.0,1,-30.559482,22.937506
1222,Germany,DEU,6105280,46.0,10.0,1,51.165691,10.451526
1223,Switzerland,CHE,6200600,45.85,1.0,1,46.818188,8.227512
1224,Germany,DEU,7004963,45.76,1.0,1,51.165691,10.451526
1225,Slovakia,SVK,3055180,45.5,2.0,1,48.669026,19.699024
1226,Spain,ESP,3053790,45.15,5.0,1,40.463667,-3.74922
1227,Poland,POL,38001000,45.08,1.0,1,51.919438,19.145136
1228,Germany,DEU,3060420,45.01,2.0,2,51.165691,10.451526
1229,United Kingdom,GBR,6101950,44.94,2.0,1,55.378051,-3.435973
1230,Germany,DEU,3067430,44.5,1.0,1,51.165691,10.451526
1231,Germany,DEU,31027800,44.4,6.0,1,51.165691,10.451526
1232,Germany,DEU,31031620,44.4,6.0,1,51.165691,10.451526
1233,Germany,DEU,31038990,44.4,6.0,1,51.165691,10.451526
1234,Germany,DEU,31034430,44.4,6.0,1,51.165691,10.451526
1235,Hungary,HUN,3067120,44.17,1.0,1,47.162494,19.503304
1236,Italy,ITA,6601030,44.160000000000004,2.0,2,41.87194,12.56738
1237,Germany,DEU,7000840,44.1,1.0,1,51.165691,10.451526
1238,Germany,DEU,3052810,44.1,1.0,1,51.165691,10.451526
1239,Honduras,HND,31033270,44.0,2.0,1,15.199999,-86.241905
1240,Germany,DEU,32100870,43.9,3.0,2,51.165691,10.451526
1241,Israel,ISR,3048740,43.89,1.0,1,31.046051,34.851612
1242,Germany,DEU,3051150,43.480000000000004,4.0,2,51.165691,10.451526
1243,Japan,JPN,31006732,42.98,1.0,1,36.204824,138.252924
1244,Estonia,EST,31032440,42.98,1.0,1,58.595272,25.013607
1245,Germany,DEU,31032080,42.8,2.0,1,51.165691,10.451526
1246,Poland,POL,31015710,42.8,2.0,1,51.919438,19.145136
1247,Germany,DEU,7008270,42.72,18.0,3,51.165691,10.451526
1248,Finland,FIN,3042210,42.49,5.0,2,61.892635,-6.911806
1249,Germany,DEU,6006920,42.4,1.0,1,51.165691,10.451526
1250,Austria,AUT,3050690,42.28,2.0,1,47.516231,14.550072
1251,United States of America,USA,3024000,42.28,2.0,1,37.09024,-95.712891
1252,Saudi Arabia,SAU,31012410,42.1,3.0,2,23.885942,45.079162
1253,Austria,AUT,5412020,42.0,5.0,1,47.516231,14.550072
1254,United Kingdom,GBR,3061260,42.0,5.0,2,55.378051,-3.435973
1255,Honduras,HND,3071540,41.76,2.0,1,15.199999,-86.241905
1256,United Kingdom,GBR,3047670,41.58,1.0,1,55.378051,-3.435973
1257,Hungary,HUN,3056690,41.37,1.0,1,47.162494,19.503304
1258,Netherlands,NLD,31009300,41.09,1.0,1,52.132633,5.291266
1259,Portugal,PRT,3053340,41.0,1.0,1,39.399872,-8.224454
1260,Austria,AUT,3054280,41.0,1.0,1,47.516231,14.550072
1261,Poland,POL,6602800,40.95,15.0,1,51.919438,19.145136
1262,Pakistan,PAK,3045290,40.8,2.0,1,30.375321,69.345116
1263,Switzerland,CHE,3027710,40.7,2.0,2,46.818188,8.227512
1264,Germany,DEU,32100750,40.690000000000005,5.0,2,51.165691,10.451526
1265,Switzerland,CHE,6800250,40.56,1.0,1,46.818188,8.227512
1266,Slovakia,SVK,3054820,40.46,1.0,1,48.669026,19.699024
1267,Germany,DEU,31031340,40.3,1.0,1,51.165691,10.451526
1268,Switzerland,CHE,3203990,40.28,1.0,1,46.818188,8.227512
1269,Germany,DEU,3057520,40.24,1.0,1,51.165691,10.451526
1270,Finland,FIN,3022570,40.11,1.0,1,61.892635,-6.911806
1271,Germany,DEU,38001610,40.1,1.0,1,51.165691,10.451526
1272,Austria,AUT,6007750,40.1,1.0,1,47.516231,14.550072
1273,Germany,DEU,56002820,40.0,20.0,1,51.165691,10.451526
1274,United States of America,USA,3045200,39.98,2.0,2,37.09024,-95.712891
1275,Netherlands,NLD,31025170,39.62,2.0,1,52.132633,5.291266
1276,Poland,POL,5410810,39.55,7.0,2,51.919438,19.145136
1277,Slovakia,SVK,3054520,39.34,2.0,1,48.669026,19.699024
1278,Israel,ISR,3070060,39.09,1.0,1,31.046051,34.851612
1279,Germany,DEU,31014120,38.8,1.0,1,51.165691,10.451526
1280,Germany,DEU,31009201,38.8,1.0,1,51.165691,10.451526
1281,Germany,DEU,3041661,38.8,1.0,1,51.165691,10.451526
1282,Germany,DEU,31019220,38.8,1.0,1,51.165691,10.451526
1283,Slovakia,SVK,3048480,38.79,4.0,2,48.669026,19.699024
1284,Poland,POL,38001180,38.78,2.0,1,51.919438,19.145136
1285,Austria,AUT,3060800,38.5,2.0,1,47.516231,14.550072
1286,Spain,ESP,3044260,38.5,50.0,1,40.463667,-3.74922
1287,Poland,POL,5417310,38.36,2.0,1,51.919438,19.145136
1288,Germany,DEU,3012141,38.3,1.0,1,51.165691,10.451526
1289,Germany,DEU,3032553,38.3,1.0,1,51.165691,10.451526
1290,Austria,AUT,5415590,38.28,2.0,2,47.516231,14.550072
1291,Mexico,MEX,31023940,37.7,1.0,1,23.634501,-102.552784
1292,South Africa,ZAF,31035250,37.24,2.0,1,-30.559482,22.937506
1293,United States of America,USA,31035430,37.24,2.0,1,37.09024,-95.712891
1294,Germany,DEU,31033170,37.1,1.0,1,51.165691,10.451526
1295,Germany,DEU,3033453,36.9,1.0,1,51.165691,10.451526
1296,Austria,AUT,3045330,36.54,1.0,1,47.516231,14.550072
1297,Netherlands,NLD,3400260,36.33,1.0,1,52.132633,5.291266
1298,Japan,JPN,3059520,36.12,4.0,2,36.204824,138.252924
1299,Germany,DEU,56001500,36.08,1.0,1,51.165691,10.451526
1300,Turkey,TUR,3052400,36.0,2.0,1,38.963745,35.243322
1301,Germany,DEU,31006840,36.0,2.0,1,51.165691,10.451526
1302,Germany,DEU,31029240,35.98,1.0,1,51.165691,10.451526
1303,Australia,AUS,31021190,35.98,1.0,1,-25.274398,133.775136
1304,South Korea,KOR,31007300,35.7,1.0,1,35.907757,127.766922
1305,China,CHN,3058640,35.56,1.0,1,35.86166,104.195397
1306,Denmark,DNK,3205320,35.56,2.0,1,56.26392,9.501785
1307,Germany,DEU,6103640,35.52,2.0,1,51.165691,10.451526
1308,Austria,AUT,5105120,35.4,1.0,1,47.516231,14.550072
1309,Cyprus,CYP,6602510,35.28,8.0,3,35.126413,33.429859
1310,Germany,DEU,32100430,35.0,5.0,2,51.165691,10.451526
1311,Austria,AUT,31003730,35.0,1.0,1,47.516231,14.550072
1312,Austria,AUT,7004713,34.86,6.0,1,47.516231,14.550072
1313,Austria,AUT,6800120,34.82,5.0,1,47.516231,14.550072
1314,Austria,AUT,5414070,34.8,3.0,1,47.516231,14.550072
1315,United States of America,USA,3065690,34.3,2.0,1,37.09024,-95.712891
1316,Spain,ESP,3062780,34.3,10.0,1,40.463667,-3.74922
1317,Germany,DEU,7002272,34.2,40.0,1,51.165691,10.451526
1318,United States of America,USA,3040440,34.16,1.0,1,37.09024,-95.712891
1319,Austria,AUT,3045510,34.0,2.0,1,47.516231,14.550072
1320,Poland,POL,90001251,33.82,2.0,1,51.919438,19.145136
1321,Germany,DEU,32100690,33.1,5.0,3,51.165691,10.451526
1322,Italy,ITA,7006310,33.0,10.0,1,41.87194,12.56738
1323,Austria,AUT,6006310,32.8,8.0,1,47.516231,14.550072
1324,United Kingdom,GBR,3061290,32.62,2.0,1,55.378051,-3.435973
1325,Austria,AUT,3045240,32.49,2.0,2,47.516231,14.550072
1326,Poland,POL,3059340,32.41,1.0,1,51.919438,19.145136
1327,Germany,DEU,3067930,32.4,2.0,1,51.165691,10.451526
1328,Austria,AUT,3049530,32.4,2.0,1,47.516231,14.550072
1329,Germany,DEU,3070580,32.4,2.0,1,51.165691,10.451526
1330,Austria,AUT,5410660,32.11,1.0,1,47.516231,14.550072
1331,Austria,AUT,3034791,32.11,3.0,2,47.516231,14.550072
1332,Germany,DEU,31023450,32.0,1.0,1,51.165691,10.451526
1333,Mexico,MEX,6600830,32.0,10.0,1,23.634501,-102.552784
1334,Germany,DEU,31023690,32.0,1.0,1,51.165691,10.451526
1335,Germany,DEU,31035400,32.0,1.0,1,51.165691,10.451526
1336,Germany,DEU,56002830,32.0,1.0,1,51.165691,10.451526
1337,Poland,POL,3054190,31.92,1.0,1,51.919438,19.145136
1338,Germany,DEU,32500150,31.8,3.0,1,51.165691,10.451526
1339,Germany,DEU,7005401,31.4,2.0,1,51.165691,10.451526
1340,Hungary,HUN,3060220,31.3,1.0,1,47.162494,19.503304
1341,Belgium,BEL,6006020,31.29,3.0,2,50.503887,4.469936
1342,Australia,AUS,32301410,31.23,1.0,1,-25.274398,133.775136
1343,Poland,POL,32301480,30.87,1.0,1,51.919438,19.145136
1344,Slovakia,SVK,3206520,30.669999999999998,3.0,2,48.669026,19.699024
1345,Germany,DEU,7007010,30.6,1.0,1,51.165691,10.451526
1346,Russia,RUS,3054830,30.5,13.0,2,61.52401,105.318756
1347,Germany,DEU,3035260,30.36,1.0,1,51.165691,10.451526
1348,United States of America,USA,3055020,30.17,1.0,1,37.09024,-95.712891
1349,Poland,POL,6601530,30.17,1.0,1,51.919438,19.145136
1350,Germany,DEU,31000912,30.0,1.0,1,51.165691,10.451526
1351,Canada,CAN,31029940,29.96,2.0,1,56.130366,-106.346771
1352,Poland,POL,6600420,29.96,2.0,1,51.919438,19.145136
1353,Indonesia,IDN,3060730,29.81,2.0,1,-0.789275,113.921327
1354,Germany,DEU,3066990,29.8,2.0,1,51.165691,10.451526
1355,Netherlands,NLD,3057550,29.75,5.0,1,52.132633,5.291266
1356,Germany,DEU,31011610,29.7,1.0,1,51.165691,10.451526
1357,Germany,DEU,31017300,29.68,1.0,1,51.165691,10.451526
1358,Germany,DEU,3021961,29.6,4.0,1,51.165691,10.451526
1359,Sweden,SWE,3043740,29.19,1.0,1,60.128161,18.643501
1360,United Kingdom,GBR,3051070,28.88,32.0,1,55.378051,-3.435973
1361,Israel,ISR,3050380,28.7,1.0,1,31.046051,34.851612
1362,South Korea,KOR,3025890,28.7,1.0,1,35.907757,127.766922
1363,Israel,ISR,3054150,28.42,2.0,1,31.046051,34.851612
1364,Germany,DEU,56002100,28.3,1.0,1,51.165691,10.451526
1365,Poland,POL,3061050,28.29,22.0,3,51.919438,19.145136
1366,Germany,DEU,3061620,28.2,1.0,1,51.165691,10.451526
1367,Germany,DEU,3031240,27.68,2.0,2,51.165691,10.451526
1368,Italy,ITA,3037990,27.64,5.0,2,41.87194,12.56738
1369,Germany,DEU,3043100,27.64,5.0,2,51.165691,10.451526
1370,Germany,DEU,6104570,27.6,6.0,1,51.165691,10.451526
1371,Austria,AUT,31014430,27.51,1.0,1,47.516231,14.550072
1372,Austria,AUT,6004653,27.5,5.0,1,47.516231,14.550072
1373,Germany,DEU,3048970,27.44,1.0,1,51.165691,10.451526
1374,Belgium,BEL,3051050,27.44,1.0,1,50.503887,4.469936
1375,Poland,POL,3058770,27.44,1.0,1,51.919438,19.145136
1376,Austria,AUT,3021840,27.44,1.0,1,47.516231,14.550072
1377,Spain,ESP,3044291,27.44,1.0,1,40.463667,-3.74922
1378,Chile,CHL,3062270,27.44,1.0,1,-35.675147,-71.542969
1379,Chile,CHL,3066590,27.44,1.0,1,-35.675147,-71.542969
1380,Austria,AUT,3052970,27.44,1.0,1,47.516231,14.550072
1381,Poland,POL,3060770,27.44,1.0,1,51.919438,19.145136
1382,Germany,DEU,3063460,27.2,4.0,1,51.165691,10.451526
1383,Paraguay,PRY,31017860,27.16,4.0,1,-23.442503,-58.443832
1384,Poland,POL,3055210,27.16,3.0,2,51.919438,19.145136
1385,Germany,DEU,7007740,27.16,1.0,1,51.165691,10.451526
1386,Germany,DEU,31004620,27.09,1.0,1,51.165691,10.451526
1387,Belgium,BEL,38000400,27.09,1.0,1,50.503887,4.469936
1388,Germany,DEU,32400800,27.07,15.0,1,51.165691,10.451526
1389,Germany,DEU,7006081,27.0,18.0,1,51.165691,10.451526
1390,Germany,DEU,7008390,26.8,2.0,1,51.165691,10.451526
1391,Zambia,ZMB,3052420,26.6,40.0,1,-13.133897,27.849332
1392,Russia,RUS,3401140,26.6,20.0,1,61.52401,105.318756
1393,Romania,ROU,3028491,26.6,1.0,1,45.943161,24.96676
1394,Germany,DEU,6004044,26.5,5.0,1,51.165691,10.451526
1395,Austria,AUT,3045050,26.5,1.0,1,47.516231,14.550072
1396,Austria,AUT,5412170,26.12,1.0,1,47.516231,14.550072
1397,Austria,AUT,5411380,26.12,1.0,1,47.516231,14.550072
1398,Austria,AUT,5412190,26.12,1.0,1,47.516231,14.550072
1399,Austria,AUT,5412940,26.12,1.0,1,47.516231,14.550072
1400,Austria,AUT,5414770,26.12,1.0,1,47.516231,14.550072
1401,Belgium,BEL,3212510,26.04,2.0,1,50.503887,4.469936
1402,Austria,AUT,5418500,26.03,1.0,1,47.516231,14.550072
1403,Austria,AUT,5409880,26.03,1.0,1,47.516231,14.550072
1404,Germany,DEU,32400980,26.0,13.0,1,51.165691,10.451526
1405,Australia,AUS,3054100,25.62,1.0,1,-25.274398,133.775136
1406,United States of America,USA,3060720,25.62,1.0,1,37.09024,-95.712891
1407,Germany,DEU,31018000,25.6,4.0,1,51.165691,10.451526
1408,Germany,DEU,31032090,25.6,4.0,1,51.165691,10.451526
1409,Germany,DEU,7009120,25.5,1.0,1,51.165691,10.451526
1410,Spain,ESP,3048450,25.48,4.0,1,40.463667,-3.74922
1411,Finland,FIN,3035440,25.34,2.0,2,61.892635,-6.911806
1412,Netherlands,NLD,3057620,25.2,2.0,1,52.132633,5.291266
1413,Germany,DEU,3055370,25.2,2.0,1,51.165691,10.451526
1414,United States of America,USA,50400960,24.99,1.0,1,37.09024,-95.712891
1415,Poland,POL,6900090,24.99,1.0,1,51.919438,19.145136
1416,Poland,POL,31007481,24.92,1.0,1,51.919438,19.145136
1417,Taiwan,TWN,3038210,24.6,30.0,1,23.69781,120.960515
1418,United States of America,USA,31311200,24.5,1.0,1,37.09024,-95.712891
1419,Jordan,JOR,3048860,24.0,1.0,1,30.585164,36.238414
1420,Germany,DEU,6601580,24.0,1.0,1,51.165691,10.451526
1421,United States of America,USA,3047500,23.95,6.0,2,37.09024,-95.712891
1422,Spain,ESP,3052500,23.8,2.0,1,40.463667,-3.74922
1423,Greece,GRC,3048990,23.8,2.0,1,39.074208,21.824312
1424,Poland,POL,3057590,23.8,2.0,1,51.919438,19.145136
1425,United States of America,USA,3063250,23.8,2.0,1,37.09024,-95.712891
1426,Poland,POL,3050530,23.8,2.0,1,51.919438,19.145136
1427,Germany,DEU,3039431,23.75,25.0,1,51.165691,10.451526
1428,Germany,DEU,3023580,23.67,1.0,1,51.165691,10.451526
1429,Poland,POL,5415550,23.66,1.0,1,51.919438,19.145136
1430,Germany,DEU,31027790,23.6,1.0,1,51.165691,10.451526
1431,Germany,DEU,31037400,23.6,1.0,1,51.165691,10.451526
1432,Germany,DEU,31008211,23.6,1.0,1,51.165691,10.451526
1433,Germany,DEU,31014960,23.4,2.0,1,51.165691,10.451526
1434,Germany,DEU,7007640,23.4,2.0,1,51.165691,10.451526
1435,Poland,POL,5413600,23.38,1.0,1,51.919438,19.145136
1436,Croatia,HRV,0,23.38,2.0,1,45.1,15.2
1437,Germany,DEU,3041932,23.3,1.0,1,51.165691,10.451526
1438,Germany,DEU,32301350,23.28,1.0,1,51.165691,10.451526
1439,Denmark,DNK,33200310,22.97,14.0,1,56.26392,9.501785
1440,India,IND,31029590,22.8,1.0,1,20.593684,78.96288
1441,Switzerland,CHE,32000270,22.72,32.0,1,46.818188,8.227512
1442,Ireland,IRL,6007320,22.61,1.0,1,53.41291,-8.24389
1443,Germany,DEU,3028781,22.6,2.0,2,51.165691,10.451526
1444,Switzerland,CHE,31003881,22.6,2.0,2,46.818188,8.227512
1445,Netherlands,NLD,3061880,22.549999999999997,6.0,2,52.132633,5.291266
1446,New Zealand,NZL,3061950,22.54,1.0,1,-40.900557,174.885971
1447,Germany,DEU,7008290,21.6,4.0,1,51.165691,10.451526
1448,Austria,AUT,3029990,21.6,4.0,1,47.516231,14.550072
1449,Croatia,HRV,31009281,21.49,1.0,1,45.1,15.2
1450,Japan,JPN,0,21.31,16.0,3,36.204824,138.252924
1451,Poland,POL,38000570,21.07,1.0,1,51.919438,19.145136
1452,Belgium,BEL,6007360,21.0,10.0,1,50.503887,4.469936
1453,Poland,POL,5417970,20.86,2.0,1,51.919438,19.145136
1454,Israel,ISR,31021050,20.79,1.0,1,31.046051,34.851612
1455,United Kingdom,GBR,3059660,20.72,1.0,1,55.378051,-3.435973
1456,Germany,DEU,3018791,20.7,1.0,1,51.165691,10.451526
1457,Germany,DEU,3041652,20.4,1.0,1,51.165691,10.451526
1458,United Arab Emirates,ARE,3049520,20.4,4.0,1,23.424076,53.847818
1459,Slovakia,SVK,3032360,20.37,3.0,1,48.669026,19.699024
1460,Austria,AUT,5412570,20.3,1.0,1,47.516231,14.550072
1461,United Kingdom,GBR,3059510,20.02,2.0,1,55.378051,-3.435973
1462,United Kingdom,GBR,3040931,20.02,2.0,1,55.378051,-3.435973
1463,Germany,DEU,90002490,20.0,10.0,1,51.165691,10.451526
1464,Germany,DEU,32600700,20.0,10.0,1,51.165691,10.451526
1465,Poland,POL,6601650,19.95,15.0,1,51.919438,19.145136
1466,Slovakia,SVK,6006500,19.95,30.0,1,48.669026,19.699024
1467,China,CHN,3064390,19.89,2.0,1,35.86166,104.195397
1468,Poland,POL,31009970,19.88,1.0,1,51.919438,19.145136
1469,Canada,CAN,3022011,19.88,3.0,2,56.130366,-106.346771
1470,United Kingdom,GBR,3046010,19.88,1.0,1,55.378051,-3.435973
1471,Ireland,IRL,6800350,19.67,1.0,1,53.41291,-8.24389
1472,United Kingdom,GBR,3046310,19.67,1.0,1,55.378051,-3.435973
1473,Poland,POL,90002460,19.6,14.0,1,51.919438,19.145136
1474,Austria,AUT,5410570,19.5,3.0,1,47.516231,14.550072
1475,Poland,POL,6104810,19.32,1.0,1,51.919438,19.145136
1476,Australia,AUS,3053940,19.209999999999997,34.0,2,-25.274398,133.775136
1477,Denmark,DNK,6009170,19.200000000000003,6.0,2,56.26392,9.501785
1478,Poland,POL,5416440,19.18,1.0,1,51.919438,19.145136
1479,Poland,POL,5418230,19.18,1.0,1,51.919438,19.145136
1480,Switzerland,CHE,6005501,19.09,5.0,2,46.818188,8.227512
1481,China,CHN,3059390,19.0,20.0,1,35.86166,104.195397
1482,Germany,DEU,31700150,18.8,4.0,1,51.165691,10.451526
1483,Germany,DEU,3037740,18.63,1.0,1,51.165691,10.451526
1484,Germany,DEU,90000860,18.4,4.0,1,51.165691,10.451526
1485,United Kingdom,GBR,6200360,18.2,13.0,1,55.378051,-3.435973
1486,United States of America,USA,31025060,18.13,1.0,1,37.09024,-95.712891
1487,Germany,DEU,31035010,18.13,1.0,1,51.165691,10.451526
1488,Germany,DEU,56001700,18.0,10.0,1,51.165691,10.451526
1489,Canada,CAN,31026060,17.92,4.0,1,56.130366,-106.346771
1490,Israel,ISR,32000080,17.92,4.0,1,31.046051,34.851612
1491,Vietnam,VNM,31017390,17.92,4.0,1,14.058324,108.277199
1492,United Kingdom,GBR,3037430,17.78,2.0,1,55.378051,-3.435973
1493,Portugal,PRT,3031000,17.75,25.0,1,39.399872,-8.224454
1494,Australia,AUS,3053770,17.71,1.0,1,-25.274398,133.775136
1495,Italy,ITA,3052570,17.5,5.0,2,41.87194,12.56738
1496,Spain,ESP,31005856,17.43,1.0,1,40.463667,-3.74922
1497,Suriname,SUR,6007150,17.3,3.0,2,3.919305,-56.027783
1498,Serbia,SRB,6007460,17.29,13.0,1,44.016521,21.005859
1499,Austria,AUT,5414790,17.1,2.0,1,47.516231,14.550072
1500,Austria,AUT,6004690,17.08,1.0,1,47.516231,14.550072
1501,Poland,POL,3059050,17.009999999999998,3.0,2,51.919438,19.145136
1502,Austria,AUT,3057630,17.0,1.0,1,47.516231,14.550072
1503,Germany,DEU,3056780,16.89,7.0,2,51.165691,10.451526
1504,United States of America,USA,3053030,16.8,5.0,1,37.09024,-95.712891
1505,Slovenia,SVN,6005350,16.8,8.0,1,46.151241,14.995463
1506,Germany,DEU,31031660,16.7,1.0,1,51.165691,10.451526
1507,Germany,DEU,31027350,16.7,1.0,1,51.165691,10.451526
1508,Germany,DEU,31032530,16.7,1.0,1,51.165691,10.451526
1509,Germany,DEU,31023600,16.7,1.0,1,51.165691,10.451526
1510,Germany,DEU,32301740,16.6,1.0,1,51.165691,10.451526
1511,Germany,DEU,7008150,16.6,1.0,1,51.165691,10.451526
1512,United States of America,USA,3039050,16.52,4.0,1,37.09024,-95.712891
1513,Germany,DEU,7003730,16.4,1.0,1,51.165691,10.451526
1514,Israel,ISR,3050390,16.38,2.0,1,31.046051,34.851612
1515,Germany,DEU,3205590,16.32,4.0,1,51.165691,10.451526
1516,Austria,AUT,7005610,16.31,1.0,1,47.516231,14.550072
1517,Bulgaria,BGR,31015290,16.0,8.0,1,42.733883,25.48583
1518,Hungary,HUN,6008020,16.0,1.0,1,47.162494,19.503304
1519,Austria,AUT,3024900,15.96,24.0,1,47.516231,14.550072
1520,Poland,POL,31017100,15.9,32.0,1,51.919438,19.145136
1521,Germany,DEU,3052640,15.9,1.0,1,51.165691,10.451526
1522,Slovenia,SVN,7005921,15.75,5.0,1,46.151241,14.995463
1523,Austria,AUT,3044490,15.639999999999999,7.0,4,47.516231,14.550072
1524,Russia,RUS,3055490,15.4,20.0,1,61.52401,105.318756
1525,Canada,CAN,3058680,15.19,1.0,1,56.130366,-106.346771
1526,Poland,POL,3055000,15.05,1.0,1,51.919438,19.145136
1527,Germany,DEU,31019970,15.03,1.0,1,51.165691,10.451526
1528,Poland,POL,3210840,14.98,2.0,1,51.919438,19.145136
1529,Germany,DEU,3050520,14.9,1.0,1,51.165691,10.451526
1530,Austria,AUT,5420050,14.9,1.0,1,47.516231,14.550072
1531,Austria,AUT,3053330,14.84,1.0,1,47.516231,14.550072
1532,Austria,AUT,3016890,14.8,1.0,1,47.516231,14.550072
1533,Guatemala,GTM,6601760,14.8,1.0,1,15.783471,-90.230759
1534,Switzerland,CHE,3036800,14.63,1.0,1,46.818188,8.227512
1535,Austria,AUT,3045090,14.54,3.0,3,47.516231,14.550072
1536,Sweden,SWE,3054510,14.49,1.0,1,60.128161,18.643501
1537,Spain,ESP,3044170,14.49,1.0,1,40.463667,-3.74922
1538,Poland,POL,3043491,14.49,1.0,1,51.919438,19.145136
1539,Poland,POL,3062060,14.49,1.0,1,51.919438,19.145136
1540,Austria,AUT,5412920,14.43,2.0,2,47.516231,14.550072
1541,Germany,DEU,3054250,14.4,8.0,1,51.165691,10.451526
1542,Poland,POL,31023620,14.35,1.0,1,51.919438,19.145136
1543,Poland,POL,31027020,14.35,1.0,1,51.919438,19.145136
1544,Chile,CHL,3052280,14.28,1.0,1,-35.675147,-71.542969
1545,Germany,DEU,3061460,14.0,3.0,2,51.165691,10.451526
1546,Sweden,SWE,3062580,14.0,10.0,1,60.128161,18.643501
1547,Poland,POL,31034230,13.93,2.0,1,51.919438,19.145136
1548,Germany,DEU,7007430,13.9,1.0,1,51.165691,10.451526
1549,Germany,DEU,7001460,13.9,1.0,1,51.165691,10.451526
1550,Netherlands,NLD,3040810,13.86,5.0,2,52.132633,5.291266
1551,Poland,POL,31018920,13.72,2.0,1,51.919438,19.145136
1552,Germany,DEU,3067170,13.65,1.0,1,51.165691,10.451526
1553,Germany,DEU,7008430,13.4,1.0,1,51.165691,10.451526
1554,Italy,ITA,3033071,13.309999999999999,2.0,2,41.87194,12.56738
1555,Poland,POL,3043370,13.3,20.0,1,51.919438,19.145136
1556,Germany,DEU,7005051,13.2,2.0,1,51.165691,10.451526
1557,Germany,DEU,3058140,13.2,12.0,1,51.165691,10.451526
1558,Austria,AUT,5416630,13.0,2.0,1,47.516231,14.550072
1559,Germany,DEU,31029870,12.8,2.0,1,51.165691,10.451526
1560,Germany,DEU,31013210,12.8,2.0,1,51.165691,10.451526
1561,Germany,DEU,31029890,12.8,2.0,1,51.165691,10.451526
1562,Germany,DEU,31034280,12.8,2.0,1,51.165691,10.451526
1563,New Zealand,NZL,31030700,12.8,2.0,1,-40.900557,174.885971
1564,Germany,DEU,31026290,12.8,2.0,1,51.165691,10.451526
1565,Germany,DEU,3031090,12.64,2.0,2,51.165691,10.451526
1566,United Kingdom,GBR,3036300,12.629999999999999,25.0,2,55.378051,-3.435973
1567,Switzerland,CHE,7007500,12.39,3.0,1,46.818188,8.227512
1568,Lithuania,LTU,31022240,12.2,2.0,1,55.169438,23.881275
1569,United Kingdom,GBR,3037642,11.9,1.0,1,55.378051,-3.435973
1570,Belgium,BEL,3061100,11.9,1.0,1,50.503887,4.469936
1571,Panama,PAN,3066540,11.73,2.0,1,8.537981,-80.782127
1572,Japan,JPN,3051080,11.65,6.0,2,36.204824,138.252924
1573,United Kingdom,GBR,6800850,11.62,2.0,1,55.378051,-3.435973
1574,Germany,DEU,3040901,11.61,1.0,1,51.165691,10.451526
1575,Germany,DEU,56001451,11.6,2.0,1,51.165691,10.451526
1576,Germany,DEU,31022130,11.52,2.0,1,51.165691,10.451526
1577,Austria,AUT,32000240,11.52,2.0,1,47.516231,14.550072
